,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
2160,0.19047619047619052,0.5,0.3214285714285714,0.3333333333333333,0.0,0.0,0.0,0.11363875724065298,0.1111111111111111,1.0,0.0714285714285714,0.0,0.0,0.1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0.09523809523809518,0.0,0.5357142857142857,1.0,1.0,0.0,1.0,0.10142180094786732,0.1111111111111111,1.0,0.1428571428571428,0.0,0.6666666666666666,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1497,0.5238095238095237,1.0,0.42857142857142855,0.0,1.0,0.25,0.3333333333333333,0.20294892048446553,0.5555555555555556,0.0,0.2142857142857143,0.0,0.0,0.225,0.5,0.05,0.0,0.06666666666666667,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,0.3333333333333333,0.5,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.07030015797788311,0.1111111111111111,0.0,0.2857142857142857,0.0,0.3333333333333333,0.07500000000000001,0.5,0.05,0.1111111111111111,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1864,0.4523809523809524,0.5,0.2857142857142857,0.3333333333333333,1.0,0.0,0.3333333333333333,0.08214849921011058,0.4444444444444444,0.0,0.0714285714285714,0.0,0.0,0.15000000000000002,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2233,0.42857142857142855,1.0,0.6428571428571428,0.3333333333333333,1.0,0.0,0.0,0.15355450236966825,0.0,0.0,0.1428571428571428,0.0,0.0,0.15000000000000002,0.3333333333333333,0.1,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,0.23809523809523808,1.0,0.6071428571428571,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0726698262243286,0.1111111111111111,1.0,0.1428571428571428,0.0,0.0,0.07500000000000001,0.5,0.07500000000000001,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,0.49999999999999994,0.5,0.6785714285714285,0.6666666666666667,1.0,0.25,1.0,0.16419167983149027,0.2222222222222222,0.0,0.4999999999999999,0.0,0.3333333333333333,0.17500000000000002,1.0,0.05,0.05555555555555555,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1360,0.3095238095238095,1.0,0.10714285714285714,0.0,0.0,0.0,0.6666666666666667,0.1563454449710374,0.8888888888888888,0.0,0.0714285714285714,0.0,0.3333333333333333,0.1,0.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1309,0.19047619047619052,1.0,0.3214285714285714,0.6666666666666667,1.0,0.25,1.0,0.19352290679304898,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.125,0.6666666666666666,0.125,0.16666666666666666,0.06666666666666667,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1886,0.3095238095238095,0.5,0.5357142857142857,0.0,0.0,0.25,0.3333333333333333,0.2533438651922064,0.4444444444444444,0.0,0.0,0.0,0.0,0.17500000000000002,0.3333333333333333,0.07500000000000001,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,0.28571428571428564,0.5,0.0,0.6666666666666667,0.0,0.5,0.0,0.33886255924170616,0.1111111111111111,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.25,0.4444444444444444,0.2,0.4117647058823529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,0.21428571428571425,1.0,0.0,0.6666666666666667,0.0,0.5,0.0,0.3371774618220116,0.1111111111111111,0.0,0.0,0.0,0.0,0.225,0.5,0.225,0.38888888888888884,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
647,0.4047619047619047,1.0,0.8571428571428571,1.0,1.0,0.5,0.3333333333333333,0.5210110584518167,0.3333333333333333,0.0,0.3571428571428571,0.0,0.0,0.4,0.3333333333333333,0.325,0.5555555555555556,0.26666666666666666,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1776,0.380952380952381,1.0,0.6428571428571428,0.6666666666666667,0.0,0.5,0.0,0.3380726698262243,0.1111111111111111,0.0,0.2142857142857143,0.0,0.3333333333333333,0.25,0.5,0.25,0.4444444444444444,0.26666666666666666,0.5294117647058824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1719,0.6190476190476188,0.5,0.4642857142857143,0.3333333333333333,1.0,0.0,0.6666666666666667,0.07540810953133228,1.0,1.0,0.2857142857142857,0.0,0.3333333333333333,0.2,0.5,0.05,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
622,0.3333333333333333,1.0,0.42857142857142855,0.3333333333333333,1.0,0.25,1.0,0.178725645076356,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.2,0.5,0.125,0.1111111111111111,0.0,0.1764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
822,0.380952380952381,0.5,0.03571428571428571,1.0,1.0,0.25,0.6666666666666667,0.15924170616113745,0.2222222222222222,0.0,0.0,0.0,0.0,0.125,0.5,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
804,0.7142857142857142,0.0,0.0,0.0,1.0,0.75,1.0,0.8360189573459715,0.2222222222222222,0.0,0.7857142857142857,1.0,0.0,0.675,0.5,0.125,0.2222222222222222,0.13333333333333333,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1226,0.3333333333333333,0.5,0.3214285714285714,0.0,1.0,0.0,0.6666666666666667,0.12764612954186416,0.6666666666666666,0.0,0.1428571428571428,0.0,0.3333333333333333,0.25,0.5,0.125,0.1111111111111111,0.06666666666666667,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2161,0.28571428571428564,0.5,0.2142857142857143,0.3333333333333333,0.0,0.0,0.3333333333333333,0.074565560821485,0.1111111111111111,0.0,0.3571428571428571,0.0,0.0,0.1,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,0.380952380952381,0.0,0.8928571428571428,0.0,0.0,0.0,0.6666666666666667,0.053712480252764615,0.1111111111111111,0.0,0.6428571428571427,1.0,1.0,0.125,0.3333333333333333,0.125,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1796,0.19047619047619052,0.5,0.3214285714285714,0.3333333333333333,0.0,0.0,0.0,0.11363875724065298,0.1111111111111111,1.0,0.0714285714285714,0.0,0.0,0.1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2126,0.3095238095238095,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.16919431279620856,0.3333333333333333,0.0,0.4999999999999999,0.0,0.0,0.225,0.3333333333333333,0.07500000000000001,0.05555555555555555,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,0.380952380952381,1.0,0.75,0.6666666666666667,1.0,0.25,0.6666666666666667,0.2766719325961032,0.1111111111111111,1.0,0.1428571428571428,0.0,0.6666666666666666,0.225,0.6666666666666666,0.2,0.1111111111111111,0.2,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
462,0.380952380952381,1.0,0.7142857142857143,1.0,1.0,0.25,1.0,0.22790942601369144,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.25,0.5,0.25,0.38888888888888884,0.3333333333333333,0.4117647058823529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2329,0.3095238095238095,0.5,0.3214285714285714,0.3333333333333333,0.0,0.0,0.6666666666666667,0.07482885729331229,0.3333333333333333,0.0,0.2142857142857143,0.0,0.0,0.15000000000000002,0.3333333333333333,0.1,0.16666666666666666,0.0,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,0.3095238095238095,1.0,0.5357142857142857,0.0,1.0,0.5,0.6666666666666667,0.3766192733017378,0.2222222222222222,0.0,0.1428571428571428,0.0,1.0,0.25,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
872,0.35714285714285715,0.5,0.8571428571428571,0.3333333333333333,0.0,0.25,0.6666666666666667,0.18588730911005794,0.1111111111111111,0.0,0.0714285714285714,0.0,0.3333333333333333,0.25,0.5,0.25,0.38888888888888884,0.0,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
210,0.3333333333333333,1.0,0.10714285714285714,1.0,1.0,0.5,1.0,0.4945234333859926,0.1111111111111111,0.0,0.0,0.0,0.0,0.35000000000000003,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.6,0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1403,0.49999999999999994,1.0,0.5,0.3333333333333333,1.0,0.75,0.0,0.6493944181147973,0.0,0.0,0.0714285714285714,0.0,0.0,0.525,0.5,0.5,0.4444444444444444,0.7333333333333333,0.5882352941176471,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1401,0.8809523809523809,1.0,0.8928571428571428,0.6666666666666667,1.0,1.0,0.3333333333333333,0.9808846761453397,0.4444444444444444,1.0,0.4999999999999999,0.0,0.3333333333333333,0.875,0.0,0.25,0.5,0.06666666666666667,0.23529411764705882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2267,0.6666666666666665,0.5,0.17857142857142855,1.0,0.0,0.0,0.3333333333333333,0.08667719852553976,0.2222222222222222,1.0,0.0,0.0,0.3333333333333333,0.42500000000000004,0.5,0.2,0.3333333333333333,0.4,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,0.7857142857142856,1.0,0.07142857142857142,0.0,0.0,0.5,0.6666666666666667,0.6375460768825698,0.2222222222222222,0.0,0.0,0.0,0.0,0.375,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2418,0.28571428571428564,1.0,0.39285714285714285,0.6666666666666667,0.0,0.25,0.6666666666666667,0.463928383359663,0.2222222222222222,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.07500000000000001,0.05555555555555555,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1868,0.380952380952381,0.5,0.5714285714285714,0.6666666666666667,1.0,0.0,0.0,0.15229067930489731,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.125,0.3333333333333333,0.1,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2148,0.857142857142857,1.0,0.35714285714285715,0.3333333333333333,0.0,0.0,0.3333333333333333,0.20774091627172195,0.6666666666666666,0.0,0.3571428571428571,0.0,0.3333333333333333,0.2,0.3333333333333333,0.15000000000000002,0.16666666666666666,0.3333333333333333,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1426,0.3333333333333333,1.0,0.9999999999999999,0.6666666666666667,0.0,0.0,0.3333333333333333,0.09626119010005266,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.15000000000000002,0.5,0.15000000000000002,0.1111111111111111,0.26666666666666666,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
774,0.8809523809523809,0.0,0.03571428571428571,0.6666666666666667,1.0,0.75,0.0,0.8292259083728278,0.7777777777777777,0.0,0.2857142857142857,0.0,0.0,0.775,0.5,0.225,0.38888888888888884,0.4,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2199,0.35714285714285715,0.0,0.5714285714285714,0.0,0.0,0.25,0.3333333333333333,0.22664560294892053,0.6666666666666666,0.0,0.1428571428571428,0.0,0.0,0.17500000000000002,0.5,0.1,0.1111111111111111,0.0,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1247,0.3095238095238095,1.0,0.14285714285714285,0.0,1.0,0.25,0.6666666666666667,0.386361242759347,0.1111111111111111,0.0,0.5714285714285713,0.0,0.3333333333333333,0.15000000000000002,0.5,0.125,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
659,0.23809523809523808,1.0,0.14285714285714285,0.0,1.0,0.25,1.0,0.205318588730911,0.1111111111111111,0.0,0.2142857142857143,0.0,0.0,0.1,0.5,0.1,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
826,0.4761904761904761,1.0,0.0,0.6666666666666667,1.0,0.0,0.6666666666666667,0.09662980516061087,0.1111111111111111,0.0,0.1428571428571428,0.0,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
898,0.5952380952380951,1.0,0.07142857142857142,0.6666666666666667,1.0,1.0,1.0,0.986361242759347,0.3333333333333333,0.0,0.2142857142857143,0.0,0.3333333333333333,0.625,0.3333333333333333,0.2,0.38888888888888884,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
763,0.380952380952381,1.0,0.3214285714285714,0.6666666666666667,0.0,0.0,0.6666666666666667,0.06377040547656662,0.1111111111111111,1.0,0.5714285714285713,0.0,0.3333333333333333,0.025,0.3333333333333333,0.025,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1288,0.4047619047619047,0.0,0.03571428571428571,0.3333333333333333,1.0,0.25,1.0,0.25028962611901,0.2222222222222222,0.0,0.2142857142857143,0.0,0.3333333333333333,0.375,1.0,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1772,0.3333333333333333,0.5,0.35714285714285715,0.3333333333333333,0.0,0.0,0.6666666666666667,0.0750394944707741,0.4444444444444444,1.0,0.1428571428571428,0.0,0.0,0.2,0.3333333333333333,0.1,0.16666666666666666,0.0,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,0.2619047619047619,0.5,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.09236440231700896,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.05,0.5,0.025,0.05555555555555555,0.06666666666666667,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,0.7619047619047619,1.0,0.2142857142857143,0.3333333333333333,0.0,1.0,0.6666666666666667,0.9337019483938915,0.5555555555555556,1.0,0.0714285714285714,0.0,0.3333333333333333,0.7250000000000001,0.3333333333333333,0.675,0.16666666666666666,0.8666666666666667,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1190,0.3333333333333333,1.0,0.03571428571428571,1.0,1.0,0.25,0.3333333333333333,0.23491311216429703,0.0,0.0,0.1428571428571428,0.0,0.6666666666666666,0.25,0.6666666666666666,0.225,0.2777777777777778,0.06666666666666667,0.3529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
594,0.2619047619047619,1.0,0.7857142857142857,0.6666666666666667,1.0,0.0,0.6666666666666667,0.08904686677198526,0.1111111111111111,0.0,0.9285714285714285,1.0,0.3333333333333333,0.25,0.5,0.25,0.38888888888888884,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
551,0.49999999999999994,1.0,0.07142857142857142,0.6666666666666667,0.0,0.25,0.3333333333333333,0.2833070036861506,1.0,0.0,0.2857142857142857,0.0,0.3333333333333333,0.30000000000000004,0.5,0.2,0.16666666666666666,0.2,0.3529411764705882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
661,0.5952380952380951,1.0,0.25,0.0,0.0,0.25,0.3333333333333333,0.19778830963665087,0.4444444444444444,0.0,0.7142857142857143,1.0,0.3333333333333333,0.1,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
468,0.8095238095238095,1.0,0.17857142857142855,1.0,1.0,0.25,0.0,0.24054765666140074,0.3333333333333333,1.0,0.0714285714285714,0.0,0.6666666666666666,0.45,0.5,0.25,0.5,0.4,0.5294117647058824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1824,0.4523809523809524,0.5,0.03571428571428571,0.6666666666666667,1.0,0.0,0.3333333333333333,0.05703001579778832,0.6666666666666666,0.0,0.2857142857142857,0.0,0.0,0.15000000000000002,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,0.21428571428571425,1.0,0.5357142857142857,0.3333333333333333,1.0,0.0,0.6666666666666667,0.07156398104265402,0.4444444444444444,0.0,0.0714285714285714,0.0,0.3333333333333333,0.125,0.3333333333333333,0.07500000000000001,0.05555555555555555,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
548,0.5952380952380951,0.5,0.5,1.0,1.0,0.25,1.0,0.30516061084781465,0.3333333333333333,0.0,0.4999999999999999,0.0,0.3333333333333333,0.17500000000000002,0.8333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1851,0.02380952380952378,0.5,0.2142857142857143,0.3333333333333333,0.0,0.0,0.3333333333333333,0.024223275408109528,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
601,0.5238095238095237,0.5,0.5357142857142857,0.0,1.0,0.25,0.6666666666666667,0.21511321748288573,0.6666666666666666,0.0,0.2142857142857143,0.0,0.0,0.25,1.0,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
992,0.49999999999999994,0.0,0.8571428571428571,0.6666666666666667,1.0,0.5,0.6666666666666667,0.5219062664560294,0.3333333333333333,0.0,0.7142857142857143,1.0,0.3333333333333333,0.325,0.3333333333333333,0.15000000000000002,0.2222222222222222,0.0,0.29411764705882354,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445,0.8809523809523809,1.0,0.6071428571428571,0.0,0.0,0.75,0.3333333333333333,0.8333859926276989,0.3333333333333333,0.0,0.8571428571428571,1.0,0.0,0.925,0.3333333333333333,0.25,0.5,0.4666666666666667,0.4117647058823529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
205,0.2619047619047619,1.0,0.9285714285714285,0.3333333333333333,0.0,0.5,1.0,0.34913112164297,0.1111111111111111,0.0,0.7857142857142857,1.0,1.0,0.25,0.5,0.25,0.2222222222222222,0.06666666666666667,0.5294117647058824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
755,0.6428571428571428,1.0,0.35714285714285715,1.0,0.0,0.75,1.0,0.876303317535545,0.3333333333333333,0.0,0.1428571428571428,0.0,0.3333333333333333,0.65,0.6666666666666666,0.225,0.16666666666666666,0.06666666666666667,0.058823529411764705,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1047,0.35714285714285715,0.5,0.2142857142857143,1.0,1.0,0.25,0.0,0.17714586624539233,0.0,0.0,0.2142857142857143,0.0,0.6666666666666666,0.125,0.3333333333333333,0.1,0.16666666666666666,0.0,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
237,0.8095238095238095,0.0,0.03571428571428571,0.0,1.0,1.0,0.6666666666666667,0.9509741969457609,0.1111111111111111,1.0,0.4999999999999999,0.0,0.0,0.8250000000000001,0.3333333333333333,0.8250000000000001,0.38888888888888884,1.0,0.7058823529411764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
